Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;x
冯·本恩特温格尼 ;274;GER;1944;1945;1990;1990;3;5;2;2;0;5;0;L274;1944;1999;x
冯·拜尔 ;275;GER;1942;1943;1944;1990;3;7;128;4;0;5;0;L275;1942;1999;x
冯·比德曼 ;276;GER;1941;1990;1990;1990;3;5;2;1;0;5;0;L276;1941;1999;x
冯·比格莱本 ;277;GER;1930;1937;1990;1990;2;6;0;2;0;5;0;L277;1930;1940;x
冯·俾斯麦 ;278;GER;1940;1942;1990;1990;3;6;128;2;0;5;0;L278;1940;1942;x
冯·博克 ;279;GER;1930;1930;1938;1940;0;9;69;5;0;4;0;L279;1930;1999;x
冯·博姆·贝茵 ;280;GER;1930;1930;1990;1990;2;5;0;1;0;5;0;L280;1930;1943;x
冯·博特 ;281;GER;1937;1939;1990;1990;2;9;4;6;0;5;0;L281;1937;1999;x
冯·勃劳希契 ;282;GER;1930;1930;1938;1940;1;9;7;5;0;5;0;L282;1930;1999;x
冯·布里森 ;283;GER;1937;1939;1940;1990;2;6;0;3;0;5;0;L283;1937;1941;x
冯·布罗克多夫·阿勒费尔特 ;284;GER;1937;1939;1990;1990;2;5;4;2;0;5;0;L284;1937;1943;x
冯·伯克曼 ;285;GER;1939;1941;1990;1990;2;6;4;2;0;5;0;L285;1939;1943;x
冯·肖尔蒂茨 ;286;GER;1942;1943;1990;1990;2;6;128;2;0;5;0;L286;1942;1999;x
冯·丹尼尔斯 ;287;GER;1941;1942;1990;1990;3;5;0;2;0;5;0;L287;1941;1999;x
冯·德姆·哈根 ;288;GER;1930;1930;1990;1990;2;5;513;1;0;5;0;L288;1930;1942;x
冯·德尔·舍瓦莱里·H. ;289;GER;1942;1943;1944;1990;2;6;4;3;0;4;0;L289;1942;1999;x
冯·德尔·舍瓦莱里·K. ;290;GER;1939;1942;1990;1990;2;7;4;3;0;5;0;L290;1939;1999;x
冯·伊斯贝克·H·K. ;292;GER;1941;1942;1944;1990;2;6;0;3;0;5;0;L292;1941;1999;x
冯·法尔肯豪森 ;293;GER;1939;1939;1990;1990;2;6;0;3;0;5;0;L293;1939;1999;x
冯·法尔肯霍斯特 ;294;GER;1930;1937;1940;1990;1;8;12;4;0;5;0;L294;1930;1999;x
冯·弗兰齐乌斯 ;295;GER;1940;1990;1990;1990;3;5;0;1;0;5;0;L295;1940;1942;x
冯·弗尔斯特 ;296;GER;1930;1938;1943;1990;2;5;8;3;0;5;0;L296;1930;1999;x
冯·方克 ;297;GER;1941;1942;1944;1990;3;7;128;3;0;5;0;L297;1941;1999;x
冯·加布伦茨 ;298;GER;1938;1940;1990;1990;2;5;0;2;0;5;0;L298;1938;1999;x
冯·格赖芬贝格 ;299;GER;1940;1942;1944;1990;2;6;0;3;0;5;0;L299;1940;1999;x
冯·格罗斯·扎乌奇·史特拉奇维茨 ;300;GER;1944;1945;1990;1990;3;7;132;3;0;5;0;L300;1944;1999;x
冯·戈斯勒 ;301;GER;1930;1930;1990;1990;2;6;0;1;0;5;0;L301;1930;1939;x
冯·哈德勒 ;302;GER;1930;1939;1990;1990;3;5;514;2;0;5;0;L302;1930;1940;x
冯·汉纳根 ;303;GER;1938;1940;1990;1990;2;6;5;2;0;5;0;L303;1938;1999;x
冯·哈特曼 ;304;GER;1941;1942;1990;1990;3;7;32;3;0;5;0;L304;1941;1943;x
冯·哈特利布·沃尔斯波恩 ;305;GER;1937;1939;1990;1990;2;5;128;2;0;5;0;L305;1937;1999;x
冯·海金 ;306;GER;1941;1943;1990;1990;3;5;256;2;0;5;0;L306;1941;1999;x
冯·考皮施 ;307;GER;1930;1930;1930;1990;1;6;514;2;0;5;0;L307;1930;1942;x
冯·克诺伯斯多夫 ;308;GER;1939;1940;1942;1990;2;6;128;3;0;5;0;L308;1939;1999;x
冯·克诺亨豪尔 ;309;GER;1930;1930;1990;1990;2;6;640;2;0;5;0;L309;1930;1939;x
冯·克莱斯特 ;310;GER;1930;1930;1940;1943;1;9;148;6;0;5;0;L310;1930;1999;x
冯·克鲁格 ;311;GER;1930;1930;1939;1940;0;9;13;6;0;4;0;L311;1930;1999;x
冯·克雷森施泰因 ;312;GER;1930;1930;1990;1990;2;7;4;3;0;5;0;L312;1930;1939;x
冯·克罗西克 ;313;GER;1943;1944;1990;1990;2;5;0;2;0;5;0;L313;1943;1999;x
冯·屈希勒尔 ;314;GER;1930;1930;1939;1942;1;9;68;5;0;5;0;L314;1930;1999;x
冯·洛谢特 ;315;GER;1945;1990;1990;1990;3;6;128;1;0;5;0;L315;1945;1999;x
冯·勒布 ;316;GER;1930;1930;1938;1940;0;9;71;5;0;4;0;L316;1930;1999;x
冯·列·叙尔 ;317;GER;1943;1944;1990;1990;3;6;256;2;0;5;0;L317;1943;1999;x
冯·莱泽 ;318;GER;1941;1942;1990;1990;2;5;256;2;0;5;0;L318;1941;1999;x
冯·列伯斯坦·楚·巴赫菲尔德 ;319;GER;1943;1990;1990;1990;3;5;0;1;0;5;0;L319;1943;1999;x
冯·鲁特维兹 ;320;GER;1943;1945;1990;1990;3;6;128;2;0;5;0;L320;1943;1999;x
冯·吕佐夫 ;321;GER;1939;1943;1990;1990;3;5;4;2;0;5;0;L321;1939;1999;x
冯·麦肯森 ;322;GER;1938;1940;1943;1990;2;7;128;4;0;5;0;L322;1938;1999;x
冯·曼特菲尔 ;323;GER;1942;1943;1944;1990;3;8;130;6;0;5;0;L323;1943;1999;x
冯·曼斯坦因 ;324;GER;1930;1938;1939;1942;0;10;151;7;0;5;0;L324;1930;1999;x
冯·麦林辛 ;325;GER;1942;1944;1990;1990;2;5;0;2;0;5;0;L325;1942;1999;x
冯·纳茨默 ;326;GER;1944;1945;1990;1990;3;5;32;2;0;5;0;L326;1944;1999;x
冯·奥布斯特费尔德 ;327;GER;1930;1940;1944;1990;2;5;4;3;0;5;0;L327;1930;1999;x
冯·多里奥拉 ;328;GER;1943;1945;1990;1990;3;5;0;2;0;5;0;L328;1943;1999;x
冯·帕彭海姆 ;329;GER;1941;1943;1990;1990;2;5;128;2;0;5;0;L329;1941;1999;x
冯·波格瑞尔 ;330;GER;1930;1930;1940;1990;1;5;513;2;0;5;0;L330;1930;1999;x
冯·普里维茨·伍德·加弗隆 ;331;GER;1930;1938;1990;1990;2;6;1;2;0;5;0;L331;1930;1941;x
冯·普瑞格 ;332;GER;1930;1940;1990;1990;2;5;528;2;0;5;0;L332;1930;1943;x
冯·拉文施泰因 ;333;GER;1930;1938;1990;1990;2;5;128;2;0;5;0;L333;1930;1941;x
冯·赖歇瑙 ;334;GER;1930;1930;1939;1940;0;8;4;4;0;5;0;L334;1930;1999;x
冯·伦德斯泰特 ;335;GER;1930;1930;1930;1940;0;8;7;5;0;5;0;L335;1930;1999;x
冯·扎尔穆特 ;336;GER;1937;1939;1943;1990;2;8;64;4;0;5;0;L336;1937;1999;x
冯·绍肯 ;337;GER;1943;1944;1990;1990;3;5;128;2;0;5;0;L337;1943;1999;x
冯·歇尔 ;338;GER;1930;1939;1990;1990;3;7;128;3;0;5;0;L338;1930;1943;x
冯·施莱尼茨 ;339;GER;1930;1930;1990;1990;2;5;0;2;0;5;0;L339;1930;1942;x
冯·施利本 ;340;GER;1942;1944;1990;1990;3;5;0;2;0;5;0;L340;1943;1999;x
冯·舒伯特 ;341;GER;1930;1937;1940;1990;1;7;4;3;0;5;0;L341;1930;1941;x
冯·施未林 ;342;GER;1942;1943;1945;1990;2;6;128;3;0;5;0;L342;1942;1999;x
冯·索登斯顿 ;343;GER;1938;1940;1944;1990;2;6;4;3;0;5;0;L343;1938;1999;x
冯·斯图普纳格·C·H. ;344;GER;1930;1937;1939;1990;2;6;1;3;0;2;0;L344;1930;1999;x
冯·托马 ;345;GER;1937;1941;1990;1990;3;7;128;3;0;5;0;L345;1940;1999;x
冯·蒂佩尔斯基希 ;346;GER;1938;1940;1942;1990;2;7;8;3;0;5;0;L346;1938;1999;x
冯·韦尔斯特 ;347;GER;1941;1942;1990;1990;3;5;128;2;0;5;0;L347;1941;1943;x
冯·维登霍弗·歇尔 ;348;GER;1930;1938;1943;1990;2;7;128;3;0;5;0;L348;1930;1999;x
冯·沃拉尔·博克尔贝格 ;349;GER;1930;1930;1990;1990;2;5;768;1;0;5;0;L349;1930;1940;x
冯·福曼 ;350;GER;1942;1943;1990;1990;3;7;128;3;0;5;0;L350;1942;1999;x
冯·魏克斯 ;351;GER;1930;1930;1939;1943;1;9;4;5;0;5;0;L351;1930;1999;x
冯·维特斯海姆 ;352;GER;1930;1930;1938;1990;2;5;4;3;0;5;0;L352;1930;1999;x
冯·维克托林 ;353;GER;1938;1939;1990;1990;2;6;4;2;0;5;0;L353;1938;1999;x
冯·维茨莱本 ;354;GER;1930;1930;1939;1940;0;9;4;5;0;2;0;L354;1930;1999;x
冯·维滕贝格 ;355;GER;1930;1930;1990;1990;2;5;513;1;0;5;0;L355;1930;1939;x
冯·灿根 ;356;GER;1942;1943;1944;1990;3;6;0;3;0;5;0;L356;1942;1999;x
瓦利蒙特 ;357;GER;1940;1942;1944;1990;2;6;0;3;0;5;0;L357;1940;1999;x
沃拉尔曼 ;358;GER;1945;1990;1990;1990;3;6;256;1;0;5;0;L358;1945;1999;x
韦格纳 ;359;GER;1942;1943;1990;1990;3;5;4;2;0;5;0;L359;1942;1999;x
魏德林 ;360;GER;1942;1943;1944;1990;2;6;66;3;0;5;0;L360;1942;1999;x
魏斯 ;361;GER;1940;1942;1944;1990;2;6;0;3;0;5;0;L361;1940;1999;x
文克 ;362;GER;1943;1944;1945;1990;3;6;2;3;0;5;0;L362;1943;1999;x
韦斯特法尔 ;363;GER;1943;1945;1990;1990;3;5;4;2;0;5;0;L363;1943;1999;x
维泽 ;364;GER;1942;1943;1990;1990;3;5;0;2;0;5;0;L364;1942;1999;x
维特曼 ;365;GER;1943;1944;1990;1990;2;5;256;2;0;4;0;L365;1943;1999;x
沃德里格 ;366;GER;1930;1930;1939;1990;2;5;0;3;0;5;0;L366;1930;1999;x
沃尔夫 ;367;GER;1944;1990;1990;1990;3;5;2;1;0;5;0;L367;1944;1999;x
韦勒 ;368;GER;1942;1943;1990;1990;3;5;1;2;0;5;0;L368;1942;1999;x
蔡茨勒 ;369;GER;1942;1943;1944;1990;1;7;128;3;0;5;0;L369;1942;1999;x
齐克沃尔夫 ;370;GER;1938;1942;1990;1990;2;5;2;2;0;5;0;L370;1938;1943;x
齐格勒 ;371;GER;1941;1944;1990;1990;2;7;4;2;0;5;0;L371;1941;1999;x
佐恩 ;372;GER;1940;1942;1990;1990;3;5;128;2;0;5;0;L372;1940;1943;x
阿尔布雷克特 ;373;GER;1930;1930;1930;1938;0;7;8704;3;0;5;1;L373;1930;1939;x
阿斯曼 ;374;GER;1930;1940;1990;1990;2;6;1024;2;0;5;1;L374;1930;1943;x
巴赫曼 ;375;GER;1930;1941;1942;1990;1;6;8192;3;0;5;1;L375;1930;1999;x
拜伊 ;376;GER;1940;1990;1990;1990;3;6;8192;2;0;5;1;L376;1940;1943;x
博姆 ;377;GER;1930;1937;1938;1941;1;7;4096;4;0;4;1;L377;1930;1943;x
冯·博宁 ;378;GER;1930;1990;1990;1990;3;5;0;1;0;5;1;L378;1930;1999;x
邦特 ;379;GER;1930;1990;1990;1990;3;5;8192;1;0;5;1;L379;1930;1940;x
布林克曼 ;380;GER;1942;1944;1990;1990;2;7;4096;2;0;5;1;L380;1942;1999;x
布罗伊宁 ;381;GER;1944;1990;1990;1990;3;6;1024;1;0;5;1;L381;1944;1999;x
波尔卡迪 ;382;GER;1941;1943;1944;1990;3;7;4096;3;0;5;1;L382;1941;1999;x
伯西 ;383;GER;1940;1990;1990;1990;3;6;8704;1;0;5;1;L383;1940;1999;x
康拉特 ;384;GER;1930;1937;1938;1940;1;7;2560;4;0;3;1;L384;1930;1999;x
塞历亚克斯 ;385;GER;1939;1941;1942;1990;2;6;4096;3;0;5;1;L385;1939;1999;x
科派特 ;386;GER;1930;1990;1990;1990;3;6;8704;1;0;5;1;L386;1930;1938;x
登施 ;387;GER;1930;1938;1940;1990;1;8;4096;4;0;5;1;L387;1930;1943;x
唐纳 ;388;GER;1930;1990;1990;1990;3;5;4608;1;0;5;1;L388;1930;1999;x
邓尼茨 ;389;GER;1939;1940;1942;1943;0;9;15360;6;0;5;1;L389;1939;1999;x
菲尔特 ;390;GER;1942;1990;1990;1990;3;5;0;1;0;5;1;L390;1942;1999;x
弗赖瓦尔德 ;391;GER;1944;1990;1990;1990;3;5;1024;1;0;5;1;L391;1944;1999;x
弗尔斯特 ;392;GER;1939;1941;1943;1990;2;7;4096;3;0;5;1;L392;1939;1999;x
古泽 ;393;GER;1930;1937;1940;1990;1;8;0;4;0;5;1;L393;1930;1999;x
格廷 ;394;GER;1930;1937;1990;1990;2;5;0;2;0;5;1;L394;1930;1999;x
海伊 ;395;GER;1942;1944;1990;1990;3;6;0;2;0;5;1;L395;1942;1999;x
霍夫曼 ;396;GER;1942;1943;1990;1990;2;5;0;2;0;5;1;L396;1942;1999;x
基纳斯特 ;397;GER;1942;1990;1990;1990;3;5;0;1;0;5;1;L397;1942;1999;x
基泽里茨基 ;398;GER;1941;1942;1990;1990;2;7;4096;3;0;5;1;L398;1941;1943;x
克莱坎普 ;399;GER;1942;1943;1990;1990;2;6;0;2;0;5;1;L399;1942;1999;x
科兰科 ;400;GER;1941;1942;1943;1990;3;7;4096;3;0;5;1;L400;1941;1999;x
库梅茨 ;401;GER;1940;1942;1943;1990;2;6;0;3;0;5;1;L401;1940;1999;x
朗格 ;402;GER;1941;1943;1990;1990;2;5;0;2;0;5;1;L402;1941;1999;x
朗斯多夫 ;403;GER;1930;1990;1990;1990;3;5;0;1;0;5;1;L403;1930;1939;x
利茨曼 ;404;GER;1941;1943;1990;1990;2;5;0;2;0;5;1;L404;1941;1999;x
勒维施 ;405;GER;1941;1944;1990;1990;2;5;0;2;0;5;1;L405;1941;1999;x
拉特雅恩斯 ;406;GER;1937;1939;1940;1990;2;6;4096;3;0;5;1;L406;1937;1941;x
马绍尔 ;407;GER;1930;1938;1939;1943;1;7;4096;4;0;5;1;L407;1930;1999;x
米塞尔 ;408;GER;1942;1943;1944;1990;2;7;8192;3;0;5;1;L408;1942;1999;x
雷德尔 ;409;GER;1930;1930;1930;1936;0;9;4096;6;0;4;1;L409;1930;1999;x
罗格 ;410;GER;1943;1945;1990;1990;3;6;1536;2;0;5;1;L410;1943;1999;x
鲁格 ;411;GER;1942;1943;1990;1990;2;5;0;2;0;5;1;L411;1942;1999;x
勒辛 ;412;GER;1942;1990;1990;1990;3;6;1024;1;0;5;1;L412;1942;1999;x
沙尔瓦歇尔 ;413;GER;1930;1930;1937;1940;1;8;4096;4;0;5;1;L413;1930;1999;x
席尔利茨 ;414;GER;1942;1943;1990;1990;2;6;0;2;0;5;1;L414;1942;1999;x
舒伯特 ;415;GER;1943;1990;1990;1990;3;5;0;1;0;5;1;L415;1943;1999;x
舒斯特 ;416;GER;1930;1938;1940;1990;2;6;0;3;0;5;1;L416;1930;1943;x
佐贝 ;417;GER;1938;1990;1990;1990;3;7;1024;1;0;5;1;L417;1938;1942;x
施坦格 ;418;GER;1943;1945;1990;1990;2;5;0;2;0;5;1;L418;1943;1999;x
蒂勒 ;419;GER;1941;1943;1990;1990;2;5;1024;2;0;5;1;L419;1941;1999;x
冯·阿尔诺·德·拉·佩里埃 ;420;GER;1939;1940;1990;1990;2;5;0;2;0;5;1;L420;1939;1941;x
冯·弗里德堡 ;421;GER;1942;1943;1944;1945;2;8;1024;4;0;5;1;L421;1942;1999;x
冯·帕特基马 ;422;GER;1943;1990;1990;1990;3;4;0;1;0;5;1;L422;1943;1999;x
冯·施托施 ;423;GER;1939;1941;1990;1990;2;8;1024;2;0;5;1;L423;1939;1999;x
维厄 ;424;GER;1945;1990;1990;1990;3;6;0;1;0;5;1;L424;1945;1999;x
维策尔 ;425;GER;1930;1930;1937;1941;1;6;0;3;0;5;1;L425;1930;1942;x
比内克 ;426;GER;1938;1940;1941;1990;1;6;0;3;0;5;2;L426;1940;1999;x
博登斯凯斯 ;427;GER;1938;1940;1990;1990;2;6;65536;2;0;5;2;L427;1938;1999;x
巴盖奇 ;428;GER;1938;1940;1990;1990;2;6;4096;2;0;5;2;L428;1938;1999;x
鲍尔曼 ;429;GER;1944;1990;1990;1990;3;5;0;1;0;5;2;L429;1944;1999;x
布鲁赫 ;430;GER;1939;1940;1990;1990;2;6;131072;2;0;5;2;L430;1939;1999;x
比洛韦乌斯 ;431;GER;1941;1943;1944;1990;3;7;16384;4;0;5;2;L431;1941;1999;x
卡尔森 ;432;GER;1939;1940;1990;1990;3;5;0;2;0;5;2;L432;1939;1999;x
克勒尔 ;433;GER;1939;1940;1942;1990;2;6;131072;3;0;5;2;L433;1939;1999;x
德斯洛赫 ;434;GER;1939;1940;1944;1990;2;6;0;3;0;5;2;L434;1939;1999;x
迪诺特 ;435;GER;1945;1990;1990;1990;3;6;16384;1;0;5;2;L435;1945;1999;x
费尔米 ;436;GER;1930;1937;1938;1990;2;7;4096;3;0;5;2;L436;1930;1999;x
加兰德 ;437;GER;1942;1944;1990;1990;3;8;4096;5;0;5;2;L437;1942;1999;x
盖斯勒 ;438;GER;1937;1939;1940;1990;2;6;131072;3;0;5;2;L438;1937;1999;x
格鲁尔特 ;439;GER;1930;1938;1940;1990;1;7;16384;3;0;5;2;L439;1930;1941;x
戈林 ;440;GER;1930;1930;1930;1938;0;7;32768;3;0;5;2;L440;1930;1999;x
哈林豪森 ;441;GER;1942;1944;1990;1990;2;6;0;2;0;5;2;L441;1942;1999;x
哈特曼 ;442;GER;1945;1990;1990;1990;3;6;131072;1;0;5;2;L442;1945;1999;x
海尔曼 ;443;GER;1944;1990;1990;1990;3;6;0;1;0;5;2;L443;1944;1999;x
霍夫曼·冯·瓦尔道 ;444;GER;1940;1942;1990;1990;2;6;16384;2;0;5;2;L444;1940;1943;x
霍尔滕 ;445;GER;1943;1990;1990;1990;3;4;4096;1;0;5;2;L445;1943;1999;x
胡斯 ;446;GER;1943;1944;1990;1990;2;6;4096;2;0;5;2;L446;1943;1999;x
耶顺内克 ;447;GER;1939;1940;1942;1990;1;6;0;3;0;4;2;L447;1939;1999;x
卡姆胡伯 ;448;GER;1940;1941;1943;1990;1;8;65536;4;0;5;2;L448;1940;1999;x
卡斯特内尔·科尔多夫 ;449;GER;1938;1940;1941;1990;2;6;0;3;0;5;2;L449;1938;1999;x
凯勒 ;450;GER;1930;1938;1940;1990;1;7;20480;3;0;5;2;L450;1930;1999;x
凯塞林 ;451;GER;1930;1930;1937;1940;0;9;20480;5;0;5;2;L451;1930;1943;x
科勒 ;452;GER;1942;1943;1944;1990;2;7;4096;3;0;5;2;L452;1942;1999;x
克劳泽 ;453;GER;1944;1990;1990;1990;3;5;131072;1;0;5;2;L453;1944;1999;x
洛泽尔 ;454;GER;1938;1940;1943;1990;2;8;4096;4;0;5;2;L454;1938;1999;x
梅尔·E. ;455;GER;1942;1990;1990;1990;3;6;0;1;0;5;2;L455;1942;1999;x
米尔希 ;456;GER;1930;1930;1938;1940;0;8;12288;4;0;5;2;L456;1930;1999;x
莫尔茨科 ;457;GER;1943;1990;1990;1990;3;5;0;1;0;5;2;L457;1943;1999;x
莫德士 ;458;GER;1939;1990;1990;1990;3;7;4096;3;0;5;2;L458;1939;1941;x
马瑟弗 ;459;GER;1939;1940;1990;1990;2;5;0;2;0;5;2;L459;1939;1999;x
唐纳 ;460;GER;1940;1942;1990;1990;2;5;0;2;0;5;2;L460;1940;1999;x
佩尔茨 ;461;GER;1943;1990;1990;1990;3;7;0;3;0;5;2;L461;1943;1999;x
普兹勒尔 ;462;GER;1939;1940;1942;1990;2;6;8192;3;0;5;2;L462;1939;1999;x
普奇尔 ;463;GER;1939;1941;1942;1990;2;6;0;3;0;5;2;L463;1939;1999;x
鲁德尔 ;464;GER;1943;1949;1952;1990;3;9;20480;6;0;5;2;L464;1945;1999;x
鲁德尔 ;465;GER;1930;1937;1941;1990;2;6;0;3;0;5;2;L465;1930;1942;x
施马尔茨 ;466;GER;1940;1942;1990;1990;2;5;0;2;0;5;2;L466;1940;1999;x
施密特·W. ;467;GER;1943;1990;1990;1990;3;6;0;1;0;5;2;L467;1943;1999;x
舒尔茨 ;468;GER;1939;1940;1990;1990;3;5;0;2;0;5;2;L468;1939;1999;x
西蒙 ;469;GER;1943;1990;1990;1990;3;6;0;1;0;5;2;L469;1943;1999;x
斯佩尔 ;470;GER;1930;1937;1938;1940;0;9;57344;6;0;5;2;L470;1930;1999;x
施通普夫 ;471;GER;1930;1937;1940;1990;1;6;131072;3;0;5;2;L471;1930;1999;x
苏斯曼 ;472;GER;1939;1940;1990;1990;3;5;0;2;0;5;2;L472;1939;1941;x
乌德特 ;473;GER;1937;1938;1940;1990;2;8;28672;6;0;5;2;L473;1937;1999;x
乌尔 ;474;GER;1945;1990;1990;1990;3;5;16384;1;0;5;2;L474;1945;1999;x
冯·格莱姆 ;475;GER;1938;1940;1943;1945;1;8;12288;5;0;5;2;L475;1938;1999;x
冯·希佩尔 ;476;GER;1943;1944;1990;1990;3;5;0;2;0;5;2;L476;1943;1999;x
冯·波尔 ;477;GER;1939;1940;1942;1990;1;9;0;5;0;5;2;L477;1939;1999;x
冯·兰特泽 ;478;GER;1942;1943;1990;1990;2;5;0;2;0;5;2;L478;1942;1999;x
冯·里希特霍芬 ;479;GER;1938;1940;1942;1943;2;9;45056;7;0;5;2;L479;1938;1999;x
瓦贝尔 ;480;GER;1930;1940;1942;1990;2;6;0;3;0;5;2;L480;1930;1999;x
魏泽 ;481;GER;1930;1938;1940;1990;1;7;16384;3;0;5;2;L481;1930;1999;x
韦弗 ;483;GER;1930;1930;1990;1990;2;6;16384;3;0;5;2;L483;1930;1937;x
维默尔 ;484;GER;1930;1938;1939;1990;1;6;0;3;0;5;2;L484;1930;1999;x
沃尔夫 ;485;GER;1937;1939;1941;1990;1;6;0;3;0;5;2;L485;1937;1999;x
扎内蒂 ;486;GER;1937;1939;1941;1990;2;6;0;3;0;5;2;L486;1937;1999;x
阿尔佩斯 ;487;GER;1939;1943;1990;1990;3;6;256;3;0;5;0;L487;1939;1999;x
奥格斯博格 ;488;GER;1943;1990;1990;1990;3;5;4;1;0;5;0;L488;1943;1999;x
贝克尔·C. ;489;GER;1942;1990;1990;1990;3;6;2;1;0;5;0;L489;1942;1999;x
贝克尔·H. ;490;GER;1943;1990;1990;1990;3;5;0;1;0;5;0;L490;1943;1999;x
比特里希 ;491;GER;1941;1944;1990;1990;3;7;128;3;0;5;0;L491;1941;1999;x
布拉萨克 ;492;GER;1944;1990;1990;1990;3;6;128;1;0;5;0;L492;1944;1999;x
布伦纳 ;493;GER;1939;1944;1990;1990;3;6;256;2;0;5;0;L493;1939;1999;x
迪贝斯 ;494;GER;1942;1944;1990;1990;3;6;1;2;0;5;0;L494;1942;1999;x
德梅尔胡贝尔 ;495;GER;1941;1942;1944;1990;2;7;4;4;0;5;0;L495;1941;1999;x
迪特里希 ;496;GER;1930;1939;1941;1990;2;9;148;5;0;5;0;L496;1930;1999;x
艾克 ;497;GER;1930;1939;1942;1990;2;7;4;4;0;5;0;L497;1930;1943;x
费格莱因 ;498;GER;1942;1944;1990;1990;3;3;0;2;0;5;0;L498;1942;1999;x
菲兹胡恩 ;499;GER;1943;1990;1990;1990;3;5;1;1;0;5;0;L499;1943;1999;x
吉勒 ;500;GER;1942;1943;1944;1990;2;7;128;3;0;5;0;L500;1942;1999;x
哈尔迈勒 ;501;GER;1944;1990;1990;1990;3;5;128;1;0;5;0;L501;1944;1999;x
哈策尔 ;502;GER;1945;1990;1990;1990;3;6;128;1;0;5;0;L502;1945;1999;x
豪塞尔 ;503;GER;1930;1930;1944;1946;1;9;133;6;0;5;0;L503;1930;1999;x
海斯迈尔 ;504;GER;1930;1937;1944;1990;2;6;0;4;0;5;0;L504;1930;1999;x
希姆莱 ;505;GER;1930;1930;1930;1940;0;4;0;2;0;5;0;L505;1930;1999;x
约斯特 ;506;GER;1939;1990;1990;1990;3;4;1;1;0;5;0;L506;1939;1943;x
扬科劳斯 ;507;GER;1943;1944;1990;1990;3;5;4;2;0;5;0;L507;1943;1999;x
克普勒 ;508;GER;1940;1942;1944;1990;2;6;128;4;0;5;0;L508;1940;1999;x
库伯勒 ;509;GER;1941;1943;1944;1990;2;6;128;4;0;5;0;L509;1941;1999;x
克拉斯 ;510;GER;1945;1990;1990;1990;3;6;8;1;0;5;0;L510;1945;1999;x
卡梅尔 ;511;GER;1943;1990;1990;1990;3;6;128;1;0;5;0;L511;1943;1999;x
克吕格尔·维. ;512;GER;1941;1943;1945;1990;2;6;256;4;0;5;0;L512;1941;1999;x
弗兰克 ;513;GER;1942;1990;1990;1990;3;5;4;1;0;5;0;L513;1942;1999;x
库姆 ;514;GER;1944;1990;1990;1990;3;6;128;1;0;5;0;L514;1944;1999;x
兰姆丁 ;515;GER;1943;1990;1990;1990;3;6;5;2;0;5;0;L515;1943;1999;x
隆巴德 ;516;GER;1943;1990;1990;1990;3;6;4;1;0;5;0;L516;1943;1999;x
梅耶 ;517;GER;1943;1990;1990;1990;3;8;128;4;0;5;0;L517;1943;1999;x
威廉·曼克 ;518;GER;1945;1990;1990;1990;3;6;1;2;0;5;0;L518;1945;1999;x
奥斯腾多夫 ;519;GER;1943;1990;1990;1990;3;5;4;1;0;5;0;L519;1943;1999;x
派佩尔 ;520;GER;1944;1990;1990;1990;3;6;4;2;0;5;0;L520;1944;1999;x
普里斯 ;521;GER;1944;1990;1990;1990;3;6;128;1;0;5;0;L521;1944;1999;x
赖舍尔 ;522;GER;1938;1990;1990;1990;3;4;0;1;0;5;0;L522;1938;1999;x
勒泽纳 ;523;GER;1941;1942;1944;1990;2;6;1;3;0;5;0;L523;1941;1999;x
鲁默 ;524;GER;1943;1990;1990;1990;3;6;4;1;0;5;0;L524;1943;1999;x
索伯兹维格 ;525;GER;1943;1944;1990;1990;2;7;256;3;0;5;0;L525;1943;1999;x
席马纳 ;526;GER;1942;1944;1990;1990;3;6;4;2;0;5;0;L526;1942;1999;x
西蒙 ;527;GER;1942;1944;1990;1990;2;6;4;2;0;5;0;L527;1942;1999;x
斯柯尔茲內 ;528;GER;1945;1990;1990;1990;3;8;272;4;0;5;0;L528;1945;1999;x
施塔德勒 ;529;GER;1944;1990;1990;1990;3;6;128;1;0;5;0;L529;1944;1999;x
菲利克斯·施坦因纳 ;530;GER;1939;1942;1944;1990;2;8;128;4;0;5;0;L530;1939;1999;x
施特雷肯巴赫 ;531;GER;1942;1944;1990;1990;3;5;1;2;0;5;0;L531;1942;1999;x
特雷本特 ;532;GER;1944;1990;1990;1990;3;5;8;1;0;5;0;L532;1944;1999;x
埃里希 ;533;GER;1930;1937;1941;1990;2;6;5;3;0;5;0;L533;1930;1999;x
冯·汉纳斯多夫 ;534;GER;1939;1943;1990;1990;3;6;256;2;0;5;0;L534;1939;1999;x
冯·马索 ;535;GER;1930;1939;1990;1990;3;5;4;2;0;5;0;L535;1930;1942;x
冯·梅什纳 ;536;GER;1940;1942;1990;1990;2;6;4;2;0;5;0;L536;1940;1999;x
冯·奥伯伦·布罗尼科夫斯基 ;537;GER;1945;1990;1990;1990;3;7;128;1;0;5;0;L537;1945;1999;x
冯·菲佛·维尔登布鲁赫 ;538;GER;1939;1940;1943;1990;2;6;4;3;0;5;0;L538;1939;1999;x
瓦格纳 ;539;GER;1945;1990;1990;1990;3;5;0;1;0;5;0;L539;1945;1999;x
维施 ;540;GER;1942;1990;1990;1990;3;6;4;1;0;5;0;L540;1942;1999;x
