Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;x
坎帕尼亚 ;6248;ITA;1944;1946;1990;1990;2;4;64;1;0;5;0;L6248;1944;1999;x
西科内蒂 ;6249;ITA;1945;1947;1990;1990;3;4;0;1;0;5;0;L6249;1945;1999;x
克雷米 ;6250;ITA;1945;1945;1990;1990;2;5;0;2;0;5;0;L6250;1945;1999;x
迪·奥罗 ;6251;ITA;1930;1990;1990;1990;3;3;0;0;0;5;0;L6251;1930;1999;x
德·皮尼耶 ;6252;ITA;1930;1930;1990;1990;2;5;576;2;0;5;0;L6252;1930;1999;x
德尔·朱迪斯 ;6253;ITA;1941;1990;1990;1990;3;4;1;1;0;5;0;L6253;1941;1999;x
迪·贝内德托 ;6254;ITA;1930;1930;1990;1990;2;4;514;1;0;5;0;L6254;1930;1941;x
法里纳西 ;6255;ITA;1938;1990;1990;1990;3;3;0;0;0;5;0;L6255;1938;1999;x
法乌提利 ;6256;ITA;1938;1943;1946;1990;2;5;64;2;0;5;0;L6256;1938;1999;x
加尔比亚蒂 ;6257;ITA;1930;1930;1990;1990;2;3;0;1;0;5;0;L6257;1930;1999;x
加尔洛 ;6258;ITA;1944;1990;1990;1990;3;5;128;2;0;5;0;L6258;1944;1999;x
甘迪尼 ;6259;ITA;1941;1943;1946;1990;2;5;0;2;0;5;0;L6259;1941;1999;x
古伊莱特 ;6260;ITA;1941;1990;1990;1990;3;7;17;4;0;5;0;L6260;1941;1999;x
因凡特 ;6261;ITA;1930;1942;1990;1990;2;4;0;1;0;5;0;L6261;1930;1999;x
莱奥纳尔迪 ;6262;ITA;1939;1990;1990;1990;3;3;515;1;0;5;0;L6262;1939;1999;x
曼内里尼 ;6263;ITA;1939;1942;1990;1990;2;4;1;2;0;5;0;L6263;1939;1999;x
莫纳奇 ;6264;ITA;1942;1990;1990;1990;3;3;0;1;0;5;0;L6264;1942;1999;x
蒙塔尼亚 ;6265;ITA;1943;1990;1990;1990;3;3;0;0;0;5;0;L6265;1943;1999;x
莫里吉 ;6266;ITA;1943;1990;1990;1990;2;5;2;2;0;5;0;L6266;1943;1999;x
纳瓦里尼 ;6267;ITA;1939;1941;1990;1990;2;5;1;2;0;5;0;L6267;1939;1999;x
尼科洛西 ;6268;ITA;1930;1940;1990;1990;2;4;1;1;0;5;0;L6268;1930;1999;x
奥克西利亚 ;6269;ITA;1930;1944;1990;1990;1;5;64;2;0;5;0;L6269;1930;1999;x
帕里尼 ;6270;ITA;1930;1930;1940;1990;1;4;513;1;0;5;0;L6270;1930;1999;x
皮亚蒂·德尔·波佐 ;6271;ITA;1942;1990;1990;1990;3;3;0;1;0;5;0;L6271;1942;1999;x
皮格内蒂 ;6272;ITA;1930;1930;1990;1990;2;6;33;2;0;5;0;L6272;1930;1999;x
雷 ;6273;ITA;1940;1943;1990;1990;1;5;64;2;0;5;0;L6273;1940;1999;x
罗梅贾利 ;6274;ITA;1930;1990;1990;1990;3;3;1;0;0;5;0;L6274;1930;1999;x
斯福尔扎 ;6275;ITA;1945;1990;1990;1990;3;4;0;0;0;5;0;L6275;1945;1999;x
席尔维斯特里 ;6276;ITA;1930;1990;1990;1990;3;5;514;2;0;5;0;L6276;1930;1941;x
泰莱拉 ;6277;ITA;1930;1939;1990;1990;2;4;1;1;0;5;0;L6277;1930;1999;x
特林加利 ;6278;ITA;1930;1990;1990;1990;1;5;518;2;0;5;0;L6278;1930;1943;x
沃尔德梅拉·加比尼 ;6279;ITA;1941;1990;1990;1990;3;4;8;1;0;5;0;L6279;1941;1943;x
布兰迪马尔特 ;6280;ITA;1938;1990;1990;1990;3;4;0;1;0;5;1;L6280;1938;1999;x
格雷洛 ;6281;ITA;1940;1990;1990;1990;3;3;0;0;0;5;1;L6281;1940;1999;x
博诺米 ;6282;ITA;1930;1939;1990;1990;2;4;16384;1;0;5;2;L6282;1930;1999;x
泰萨雷 ;6283;ITA;1938;1941;1990;1990;2;4;0;1;0;5;2;L6283;1938;1999;x
安乔内 ;6284;ITA;1943;1990;1990;1990;3;4;0;0;0;5;0;L6284;1943;1999;x
迪·巴尔代瑟罗 ;6285;ITA;1930;1930;1990;1990;2;4;2;1;0;5;0;L6285;1930;1943;x
巴扎尼 ;6286;ITA;1930;1990;1990;1990;3;5;32768;2;0;5;2;L6286;1930;1999;x
法兰戈拉 ;6291;ITA;1930;1939;1990;1990;1;4;1024;1;0;5;1;L6291;1930;1999;x
莱尼亚尼 ;6293;ITA;1939;1941;1990;1990;1;4;1024;1;0;5;1;L6293;1939;1999;x
马泰乌奇 ;6295;ITA;1940;1990;1990;1990;1;4;0;1;0;5;1;L6295;1940;1999;x
阿皮奥蒂 ;6299;ITA;1930;1939;1990;1990;1;5;0;2;0;5;0;L6299;1930;1999;x
