Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;x
中村 龟三郎 ;101260;JAP;1930;1990;1990;1990;3;4;0;1;0;5;1;L101260;1930;1999;x
中村 良三 ;101261;JAP;1930;1930;1934;1990;2;5;0;3;0;5;1;L101261;1930;1999;x
中村 俊久 ;101262;JAP;1941;1990;1990;1990;3;4;0;1;0;5;1;L101262;1941;1999;x
中泽 佑 ;101263;JAP;1937;1990;1990;1990;3;5;0;1;0;5;1;L101263;1937;1999;x
西村 祥治 ;101264;JAP;1940;1943;1990;1990;2;5;8192;3;0;5;1;L101264;1940;1999;x
野村 吉三郎 ;101265;JAP;1930;1930;1930;1990;1;5;4096;3;0;5;1;L101265;1930;1999;x
野村 直邦 ;101266;JAP;1934;1938;1944;1990;3;4;0;2;0;5;1;L101266;1939;1999;x
大田 实 ;101267;JAP;1930;1990;1990;1990;3;4;0;1;0;5;1;L101267;1930;1999;x
及川 古志郎 ;101268;JAP;1930;1930;1939;1990;2;5;0;2;0;5;1;L101268;1930;1999;x
冈 敬纯 ;101269;JAP;1930;1940;1990;1990;2;4;0;2;0;5;1;L101269;1930;1999;x
冈村 政夫 ;101270;JAP;1938;1990;1990;1990;3;4;0;1;0;5;1;L101270;1938;1999;x
大西 泷治郎 ;101271;JAP;1930;1941;1990;1990;3;5;0;1;0;5;1;L101271;1941;1999;x
小泽 治三郎 ;101273;JAP;1936;1940;1945;1990;2;8;12288;6;0;5;1;L101273;1936;1999;x
左近司 政三 ;101274;JAP;1930;1930;1990;1990;2;5;1024;2;0;5;1;L101274;1930;1999;x
泽本 赖雄 ;101275;JAP;1934;1939;1944;1990;3;5;0;2;0;5;1;L101275;1934;1999;x
佐藤 市郎 ;101276;JAP;1930;1990;1990;1990;3;4;0;1;0;5;1;L101276;1930;1999;x
关根 郡平 ;101277;JAP;1930;1944;1990;1990;3;5;0;2;0;5;1;L101277;1930;1999;x
岛田 繁太郎 ;101278;JAP;1930;1930;1940;1990;2;5;8192;2;0;5;1;L101278;1930;1999;x
下村 正助 ;101279;JAP;1939;1990;1990;1990;3;5;1024;1;0;5;1;L101279;1939;1999;x
塩泽 幸一 ;101280;JAP;1930;1939;1990;1990;2;5;0;2;0;5;1;L101280;1930;1999;x
末国 正雄 ;101281;JAP;1939;1990;1990;1990;3;4;1024;1;0;5;1;L101281;1939;1999;x
白石 万隆 ;101282;JAP;1938;1990;1990;1990;3;4;0;1;0;5;1;L101282;1938;1999;x
高木 武雄 ;101283;JAP;1938;1942;1944;1990;2;7;1024;3;0;5;1;L101283;1938;1999;x
高桥 三吉 ;101284;JAP;1930;1930;1936;1990;2;5;0;2;0;5;1;L101284;1930;1999;x
高桥 伊望 ;101285;JAP;1937;1941;1990;1990;2;5;0;2;0;5;1;L101285;1937;1999;x
高须 四郎 ;101286;JAP;1930;1930;1943;1990;1;7;4096;4;0;5;1;L101286;1930;1999;x
田中 赖三 ;101287;JAP;1941;1944;1990;1990;2;8;6144;5;0;5;1;L101287;1941;1999;x
田代 苏平 ;101288;JAP;1942;1990;1990;1990;3;5;0;1;0;5;1;L101288;1942;1999;x
丰田 副武 ;101289;JAP;1930;1930;1941;1990;0;4;512;2;0;5;1;L101289;1930;1999;x
宇垣 缠 ;101291;JAP;1937;1942;1990;1990;3;5;0;3;0;5;1;L101291;1937;1999;x
臼井 国 ;101292;JAP;1930;1990;1990;1990;3;4;0;1;0;5;1;L101292;1930;1999;x
渡部 刃 ;101293;JAP;1930;1990;1990;1990;3;5;0;1;0;5;1;L101293;1930;1999;x
山县 正乡 ;101294;JAP;1937;1941;1990;1990;2;5;0;2;0;5;1;L101294;1937;1999;x
山口 多闻 ;101295;JAP;1940;1990;1990;1990;1;8;12288;5;0;5;1;L101295;1940;1999;x
山本 五十六 ;101296;JAP;1930;1930;1940;1943;0;9;77824;6;0;5;1;yamamoto_isoro;1930;1999;x
山本 弘毅 ;101297;JAP;1930;1930;1990;1990;2;5;0;2;0;5;1;L101297;1930;1999;x
柳泽 蔵之助 ;101298;JAP;1942;1990;1990;1990;3;5;0;1;0;5;1;L101298;1942;1999;x
米内 光政 ;101299;JAP;1930;1930;1937;1990;2;4;4096;3;0;5;1;L101299;1930;1999;x
吉田 善吾 ;101300;JAP;1930;1930;1940;1990;2;5;0;2;0;5;1;L101300;1930;1999;x
雪下 胜美 ;101301;JAP;1930;1990;1990;1990;3;4;0;1;0;5;1;L101301;1930;1999;x
远藤 喜一 ;101303;JAP;1937;1941;1944;1990;2;5;0;2;0;5;2;L101219;1938;1999;x
渊田 美津雄 ;101304;JAP;1941;1990;1990;1990;3;7;200704;4;0;5;2;L101304;1941;1999;x
福留 繁 ;101305;JAP;1936;1943;1990;1990;2;8;131072;3;0;5;2;L101305;1930;1999;x
福井 义男 ;101306;JAP;1930;1990;1990;1990;3;5;4096;1;0;5;2;L101306;1930;1999;x
源田 实 ;101307;JAP;1943;1990;1990;1990;3;7;143360;4;0;5;2;L101307;1943;1999;x
市丸 利之助 ;101308;JAP;1941;1944;1990;1990;2;5;131072;3;0;5;2;L101308;1930;1999;x
板花 义一 ;101309;JAP;1939;1942;1990;1990;2;5;16384;2;0;5;2;L101309;1939;1999;x
伊藤 整一 ;101310;JAP;1937;1941;1945;1990;2;6;131072;3;0;5;2;L101310;1937;1999;x
加藤 建夫 ;101311;JAP;1944;1990;1990;1990;3;5;4096;1;0;5;2;L101311;1944;1999;x
河边 正三 ;101312;JAP;1937;1940;1945;1990;2;6;32768;2;0;5;2;L101312;1937;1999;x
河边 忠三郎 ;101313;JAP;1930;1941;1990;1990;3;4;0;1;0;5;2;L101313;1930;1999;x
河边 虎四郎 ;101314;JAP;1938;1941;1990;1990;2;5;32768;2;0;5;2;L101314;1938;1999;x
川原 利明 ;101315;JAP;1938;1941;1990;1990;3;5;0;1;0;5;2;L101315;1938;1999;x
木下 勇 ;101316;JAP;1945;1990;1990;1990;3;5;0;1;0;5;2;L101316;1945;1999;x
吉良 俊一 ;101317;JAP;1930;1930;1990;1990;2;4;131072;2;0;5;2;L101317;1930;1999;x
近藤 信竹 ;101318;JAP;1930;1930;1941;1990;1;7;131072;3;0;5;2;L101318;1930;1999;x
草鹿 龙之介 ;101319;JAP;1930;1942;1990;1990;3;6;135168;3;0;5;2;L101319;1930;1999;x
小畑 英良 ;101321;JAP;1938;1940;1944;1990;2;7;16384;2;0;5;2;L101321;1938;1999;x
大西 泷治郎 ;101322;JAP;1930;1941;1990;1990;2;7;135168;3;0;5;2;L101322;1939;1999;x
及川 古志郎 ;101323;JAP;1930;1930;1939;1990;3;5;0;2;0;5;2;L101323;1930;1999;x
小泽 治三郎 ;101324;JAP;1936;1940;1945;1990;2;8;135168;5;0;5;2;L101324;1936;1999;x
坂井 庵 ;101327;JAP;1944;1990;1990;1990;3;4;16384;1;0;5;2;L101327;1944;1999;x
板井 三郎 ;101328;JAP;1943;1990;1990;1990;3;5;16384;1;0;5;2;L101328;1943;1999;x
志摩 清英 ;101329;JAP;1930;1943;1990;1990;1;5;131072;3;0;5;2;L101329;1930;1999;x
下山 琢磨 ;101330;JAP;1930;1939;1990;1990;2;5;16384;2;0;5;2;L101330;1930;1999;x
菅原 道大 ;101331;JAP;1937;1940;1990;1990;2;7;16384;2;0;5;2;L101331;1937;1999;x
高桥 千准 ;101332;JAP;1930;1939;1990;1990;3;5;131072;1;0;5;2;L101332;1930;1999;x
田中 赖三 ;101333;JAP;1939;1990;1990;1990;3;5;4096;2;0;5;2;L101333;1939;1999;x
谷川 一男 ;101334;JAP;1939;1990;1990;1990;3;5;0;1;0;5;2;L101334;1939;1999;x
富永 恭次 ;101336;JAP;1939;1943;1990;1990;2;5;0;2;0;3;2;L101336;1939;1999;x
冢原 二四三 ;101337;JAP;1935;1939;1945;1990;2;7;131072;3;0;5;2;L101337;1930;1999;x
宇垣 缠 ;101338;JAP;1937;1942;1990;1990;3;7;131072;3;0;5;2;L101338;1937;1999;x
梅津 美治郎;101339;JAP;1930;1930;1940;1990;3;6;20480;3;0;5;2;L101339;1930;1999;x
后宫 淳 ;101340;JAP;1930;1930;1942;1990;1;5;8704;3;0;5;2;L101340;1930;1999;x
山下 奉文 ;101341;JAP;1930;1938;1943;1990;1;6;40960;3;0;5;2;L101341;1930;1999;x
安田 武雄 ;101342;JAP;1939;1942;1990;1990;2;7;131072;3;0;5;2;L101342;1939;1999;x
两角 业作 ;101343;JAP;1938;1942;1990;1990;2;6;4;3;0;5;0;L101343;1938;1999;x
长谷部 照俉 ;101344;JAP;1930;1940;1990;1990;2;3;2;2;0;5;0;L101344;1930;1999;x
稻垣 考照 ;101345;JAP;1930;1938;1990;1990;2;4;4;2;0;5;0;L101345;1930;1999;x
茂木 谦之助 ;101346;JAP;1941;1990;1990;1990;3;4;32;1;0;5;0;L101346;1941;1999;x
由比 贞雄 ;101347;JAP;1930;1930;1990;1990;2;4;1;2;0;5;0;L101347;1930;1999;x
汤口 俊太郎 ;101348;JAP;1930;1939;1990;1990;2;5;64;2;0;5;0;L101348;1930;1999;x
中島 今朝吾 ;101349;JAP;1930;1938;1990;1990;3;4;16384;2;0;5;2;L101349;1930;1999;x
渡边 锭太郎 ;101350;JAP;1930;1990;1990;1990;3;4;4096;1;0;5;2;L101350;1930;1999;x
原 忠一;101352;JAP;1941;1943;1990;1990;2;7;135168;3;0;5;2;L101226;1941;1999;x
鷹森 孝;101354;JAP;1937;1942;1990;1990;2;6;20;3;0;5;0;L101354;1937;1999;x
高木 惣吉;101355;JAP;1943;1990;1990;1990;1;6;0;3;0;5;1;L101355;1943;1999;x
河边 虎四郎;101356;JAP;1938;1941;1990;1990;1;5;2;2;0;5;0;L101356;1938;1999;x
西村 琢磨;101362;JAP;1938;1941;1990;1990;1;5;4;1;0;5;0;L101362;1936;1999;x
