## STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;Extra1;Extra2;X
## ========================;========================;========================;========================;========================;========================;========================;========================;========================;;========================;X
##;;;;;;;;;;;X
##;MAJOR NOTE ABOUT THIS FILE:;;;;;;;;;;X
##;;;;;;;;;;;X
##;This file contains strings used directly by the game engine and no modifications should be made to it by mods.;;;;;;;;;;X
##;To redefine a text string from this file, place it in mods.csv and do the change there. Note that redefined engine strings must match exactly the format used by original text or the game could behave abnormally.;;;;;;;;;;X
##;This file is loaded just before messages.csv and mods.csv text files and will replace any strings defined by previously loaded text files, but will trigger error on each replacement if extra debug logs are enabled (settings.cfg).;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;EDITING TIPS:;;;;;;;;;;X
##;;;;;;;;;;;X
##;Open this document in Excel, version 5 or later.;;;;;;;;;;X
##;To convert the semicolon-separated list to a normal Excel table, first click on the 'A' above to select the entire 'A' column.;;;;;;;;;;X
##;Select 'Data' -> 'Text to Columns' -> 'Delimited' -> 'Next';;;;;;;;;;X
##;Check 'Semicolon' (ONLY!) -> 'Finish';;;;;;;;;;X
##;Select column 'A' through 'K' (click + drag on letters above columns);;;;;;;;;;X
##;Right-click anywhere on the sheet (inside the selection) and select 'Column width' and set it so that only THREE columns are visible ('45' with 1024 x 768 screen resolution);;;;;;;;;;X
##;Right-click anywhere on the sheet again (still inside the selection) and select 'Format Cells' -> 'Alignment' -> check 'Wrap Text' + select 'Vertical: Top' -> 'OK';;;;;;;;;;X
##;Place the cursor in cell C2 and select 'Window' -> 'Freeze Panes' (allows you to scroll horizontally to see any language in the rightmost column while still having the string names/comments and the English original text in the left and middle column;;;;;;;;;;X
##;CAREFULLY read the instructions in cells B26 - B68;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTES TO TRANSLATORS:;;;;;;;;;;X
##;;;;;;;;;;;X
##;1) '%s' is for indicating where another string is inserted by the engine, and MAY NEVER BE REMOVED! If there are more than one '%s' in a string, they may NOT CHANGE PLACES.;;;;;;;;;;X
##;2) '%d' is for indicating where integer value is inserted by the engine, and MAY NEVER BE REMOVED! If there are more than one '%d' in a string, they may not change places.;;;;;;;;;;X
##;3) '%.0f' is for indicating where non-integer value is inserted by the engine, and MAY NEVER BE REMOVED! 0 can be replaced by another number and defines displayed digits after the decimal point. Add '+' in front of '.' (example: '%+.2f') to display the sign of the number.;;;;;;;;;;X
##;4) '%c' is for indicating where a single character is inserted by the engine, and MAY NEVER BE REMOVED! ;;;;;;;;;;X
##;5) '\%%' can be used to display a single '%' character in texts. Use that with caution and avoid if possible as it could cause issues if used improperly.;;;;;;;;;;X
##;6) '%t' is for indicating where the player's 'title' is inserted, however only in game message boxes.;;;;;;;;;;X
##;7) The characters '#' (hashmark), semicolon, '%' (percentage sign), '¶' (paragraph sign), quotation marks and '\' (backslash) MAY NOT BE USED (except when used as control codes as this will otherwise create serious problems!!! Quotation marks may not even be used in comments -- use a 'citation mark' (single) instead if necessary!);;;;;;;;;;X
##;8) A dollar sign, '$' will always automatically be replaced by the 'ducats' icon.;;;;;;;;;;X
##;9) Any row with a '#' in the first column (column 'A') will be ignored. However, you cannot use any paragraph characters in these rows!!!;;;;;;;;;;X
##;10) To insert a carriage return, insert a '\n' (backslash + n);;;;;;;;;;X
##;11) No formatting can be done in this file. To change the color of a text, insert the following codes in front of the word:;;;;;;;;;;X
##;TEXT COLORS (Red,Green,Blue values):;;;;;;;;;;X
##;§A;0,64,0;;;;;;;;;X
##;§B;0,0,192;;;;;;;;;X
##;§C;128,0,0;;;;;;;;;X
##;§D;255,255,0;;;;;;;;;X
##;§E;255,0,255;;;;;;;;;X
##;§F;255,128,0;;;;;;;;;X
##;§G;0,100,0;;;;;;;;;X
##;§H;128,128,128;;;;;;;;;X
##;§I;0,0,255;;;;;;;;;X
##;§J;0,192,0;;;;;;;;;X
##;§M;100,255,100;;;;;;;;;X
##;§N;255,100,100;;;;;;;;;X
##;§R;240,0,0;;;;;;;;;X
##;§W;255,255,255;;;;;;;;;X
##;§Y;208,232,248;;;;;;;;;X
##;§Z;0,0,0;;;;;;;;;X
##;§§;restores old color;;;;;;;;;X
##;Note that the color change will be applied to all words after the code, until the end of the line that the word is printed on. If several words should have a color change, put the code in front of each of them to be on the safe side. If only one word should have a color change, make sure to reset the color after the word.;;;;;;;;;;X
##;12) Unless otherwise specifically stated, length of words and texts does not really matter THAT much (message boxes, rollover help boxes and buttons WILL stretch to fit the text string). However you will notice once the translation is inserted that space IS limited in quite a few areas so be brief, and try not to use words that are considerably longer than the English original.;;;;;;;;;;X
##;13) ALL CELLS in column 'L' in this document MUST contain a character!;;;;;;;;;;X
##;14) The LAST CELL in the 'A' column MUST contain the string '#EOF';;;;;;;;;;X
##;15) If you want to begin a string with a ' (citation mark), you will need to type it twice (Excel will read the first one as a commentary which is not exported into the actual text database file);;;;;;;;;;X
##;16) Test any special punctuation symbols and characters for proper displaying by the game first, before using those in other texts.;;;;;;;;;;X
##;;;;;;;;;;;X
##;WHEN DONE:;;;;;;;;;;X
##;Save as 'Semicolon Separated (.csv)' format, and make sure file name is not changed.;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTE:;;;;;;;;;;X
##;If Excel complains about an 'Error in formula' when the cell content begins with a '+' or '-' sign, type a ' (citation mark) in front of the plus or minus.;;;;;;;;;;X
##;;;;;;;;;;;X
## ========================;========================;========================;========================;========================;========================;========================;========================;========================;;========================;X
## LANGUAGE;English;French;Italian;Spanish;German;Polish;Portuguese;Russian;Extra1;Extra2;X
## ========================;========================;========================;========================;========================;========================;========================;========================;========================;;========================;X
######### ROLLOVER HELP TEXTS ###########;;;;;;;;;;;X
###########################################;;;;;;;;;;;X
##;;;;;;;;;;;X
#  MAIN MAP ROLLOVERS;;;;;;;;;;;X
##;;;;;;;;;;;X
ALR_WAR;%sÔÚºÍ %s½»Õ½¡£\n;;;;;;;;;;X
##;;;;;;;;;;;X
LEAD_SORT_RANK;°´µÈ¼¶ÅÅÁÐ ;;;;;;;;;;X
LEAD_SORT_SKILL;°´¼¼ÄÜÅÅÁÐ ;;;;;;;;;;X
LEAD_SORT_NAME;°´ÐÕÃûÅÅÁÐ ;;;;;;;;;;X
##;;;;;;;;;;;X
ROWN;±» %sËùÓÐ ;;;;;;;;;;X
ROWNCON;±» %sËùÓÐ\n±» %sÕ¼Áì ;;;;;;;;;;X
##;;;;;;;;;;;X
RPPORT;¸Û¿Ú ;;;;;;;;;;X
##;;;;;;;;;;;X
#  MAIN MAP BAR ? GENERAL;;;;;;;;;;;X
##;;;;;;;;;;;X
#  LOCATOR MAP;;;;;;;;;;;X
##;;;;;;;;;;;X
MINIMAP_DRO;×ó¼üµã»÷ÒÆ¶¯µ½µã»÷µØÇøµÄÖÐÐÄ¡£ÓÒ¼üµã »÷²é¿´µØÇø×ÊÑ¶²¢¶ÔÑ¡¶¨µ¥Î»ÏÂ´ïÃüÁî¡£ ;;;;;;;;;;X
##;;;;;;;;;;;X
COV_EDIT_RES;ÎÒÃÇµ±Ç°Ã¿Ìì´Ó¸ÃµØÇøÔË³ö%.1f%s ¸ÃµØÇø¹²ÓÐ%.1f%s¡£\n;;;;;;;;;;X
NUM_CONV;ÎÒÃÇ×Ü¹²ÓµÓÐ:%d\nÕýÔÚÔË×ª:%d\nÕýÔÚÉú²ú:%d ;;;;;;;;;;X
###########################################;;;;;;;;;;;X
########### IN-GAME MAIN MENU ############;;;;;;;;;;;X
###########################################;;;;;;;;;;;X
OPTHEADER;ÓÎÏ·¹ÜÀí ;;;;;;;;;;X
OPTBTN_SAVE;´¢´æÓÎÏ· ;;;;;;;;;;X
OPTBTN_OPTIONS;Ñ¡Ïî ;;;;;;;;;;X
OPTBTN_HINTS;ÌáÊ¾ ;;;;;;;;;;X
OPTBTN_QUIT;ÍË³ö ;;;;;;;;;;X
OPTBTN_BACK;·µ»Ø ;;;;;;;;;;X
OPTIONHEADER;Ñ¡Ïî ;;;;;;;;;;X
INGAME_MESSAGES;ÏûÏ¢ÉèÖÃ ;;;;;;;;;;X
##;;;;;;;;;;;X
OPTION_SFXVOLUME;ÒôÐ§ÒôÁ¿ ;;;;;;;;;;X
OPTION_MUSICVOLUME;ÒôÀÖÒôÁ¿ ;;;;;;;;;;X
##;;;;;;;;;;;X
#  MESSAGE DISPLAY OPTIONS;;;;;;;;;;;X
##;;;;;;;;;;;X
HEADER_MISSIONS_AND_MONARCHS;È«ÇòÊÂ¼þ ;;;;;;;;;;X
HEADER_ECONOMICAL;¾­¼Ã ;;;;;;;;;;X
HEADER_DIPLOMATIC;Íâ½» ;;;;;;;;;;X
HEADER_BATTLES_AND_MILITARY;Õ½ÕùºÍ¾üÊÂ ;;;;;;;;;;X
HEADER_INTELLIGENCE;Çé±¨ ;;;;;;;;;;X
##;;;;;;;;;;;X
DO_NOT_DISPLAY;§Y²»ÏÔÊ¾´ËÏûÏ¢ ;;;;;;;;;;X
DISPLAY_IN_LOG;§YÔÚÓÎÏ·ÈÕÖ¾ÖÐÏÔÊ¾´ËÏûÏ¢ ;;;;;;;;;;X
DISPLAY_TAB;§YÍ¨¸æÏÔÊ¾´ËÀàÏûÏ¢ ;;;;;;;;;;X
DISPLAY_IN_BOX;§YÔÚÏûÏ¢À¸ÏÔÊ¾ ;;;;;;;;;;X
DISPLAY_PAUSE;§YÍ¨¸æÏÔÊ¾´ËÀàÏûÏ¢²¢ÇÒÔÝÍ£ ;;;;;;;;;;X
MESSAGE_HEADER;§YÓÎÏ·ÄÚÏûÏ¢ ;;;;;;;;;;X
MESSAGE_HEADER_PROPERTIES;§YÏûÏ¢Éè¶¨ ;;;;;;;;;;X
##;;;;;;;;;;;X
#  SIDEBAR BUTTONS;;;;;;;;;;;X
##;;;;;;;;;;;X
BUTTON_MAP;µØÍ¼ ;;;;;;;;;;X
BUTTON_TECH;¿Æ¼¼ ;;;;;;;;;;X
BUTTON_PROD;¾­¼Ã ;;;;;;;;;;X
BUTTON_DIP;Íâ½» ;;;;;;;;;;X
BUTTON_LEDGER;Í³¼Æ±í ;;;;;;;;;;X
BUTTON_ECO;¾­¼ÃµØÍ¼Ä£Ê½ ;;;;;;;;;;X
BUTTON_WEATHER;ÆøºòµØÍ¼Ä£Ê½ ;;;;;;;;;;X
BUTTON_0098;±à¼­³ÇÊÐ ;;;;;;;;;;X
BUTTON_0100;±à¼­¸Û¿Ú ;;;;;;;;;;X
BUTTON_0102;±à¼­µ¥Î» ;;;;;;;;;;X
BUTTON_0104;±à¼­º£Ì² ;;;;;;;;;;X
BUTTON_0106;±à¼­ÒªÈû ;;;;;;;;;;X
BUTTON_0108;±à¼­·À¿Õ ;;;;;;;;;;X
##;;;;;;;;;;;X
CLOSE;¹Ø±Õ ;;;;;;;;;;X
##;;;;;;;;;;;X
#  PEACE OFFER WINDOW;;;;;;;;;;;X
##;;;;;;;;;;;X
POLEADER;%s×÷ÎªÁªÃËÁìµ¼ ;;;;;;;;;;X
PONATION;%sµ¥¶À(µ¥¶ÀºÍÌ¸) ;;;;;;;;;;X
##;;;;;;;;;;;X
# NOTE: POPROLLPROV is a rollover help where the first %s is the name of a province, and the second %s is either string PORPOLLDEMAND or POPROLLOFFER.;;;;;;;;;;;X
POROLLPROV;´Ó %s ÒÆ³ý %s¡£ ;;;;;;;;;;X
POROLLDEMAND;ºÍÆ½ÇëÇó ;;;;;;;;;;X
POROLLOFFER;ºÍÆ½ÌáÒé ;;;;;;;;;;X
##;;;;;;;;;;;X
POROLLDEMPROV;ÒªÇóÏ×³ö %s¡£ ;;;;;;;;;;X
POROLLOFFPROV;Ìá¹© %s ×÷Îª¹©Æ·¡£ ;;;;;;;;;;X
# Wardescriptions;;;;;;;;;;;X
WARDESC_OCCUPIED;-%d:ËûÃÇÕ¼Áì %s¡£\n;;;;;;;;;;X
WARDESC_LIBERATED;+%d:ÎÒÃÇÕ¼Áì %s¡£\n;;;;;;;;;;X
WARDESC_BATTLE;%d:Óë %sÒ»Æð×÷Õ½\n;;;;;;;;;;X
WARDESC_ALLIANCE;%d:ÓëÁªÃËÒ»Æð×÷Õ½\n;;;;;;;;;;
##;;;;;;;;;;;X
#  LEADER TYPES ? note: not rank but 'type';;;;;;;;;;;X
##;;;;;;;;;;;X
GENERAL;½«¾ü ;;;;;;;;;;X
ADMIRAL;º£¾üÉÏ½« ;;;;;;;;;;X
##;;;;;;;;;;;X
#  DYNAMIC UNIT DESIGNATIONS;;;;;;;;;;;X
##;;;;;;;;;;;X
UNITNAMESQUADRON;·ÉÐÐÖÐ¶Ó ;;;;;;;;;;X
UNITNAMEAIRFLEET;º½¿Õ¶Ó ;;;;;;;;;;X
UNITNAMEFLEET;½¢¶Ó ;;;;;;;;;;X
UNITNAMECORPS;¾üÍÅ ;;;;;;;;;;X
UNITNAMEARMY;²¿¶Ó ;;;;;;;;;;X
##;;;;;;;;;;;X
INVINCIBLE;ÎÞµÐµÄ ;;;;;;;;;;X
VERYSTRONG;ºÜ¸ß ;;;;;;;;;;X
STRONG;¸ß ;;;;;;;;;;X
DISCIPLINED;ÓÐ¼ÍÂÉµÄ ;;;;;;;;;;X
WEAK;Èõ ;;;;;;;;;;X
BREAKING;µÍÂäµÄ ;;;;;;;;;;X
PANIC;¾ª»ÅµÄ ;;;;;;;;;;X
##;;;;;;;;;;;X
NIWNTP;TC: %d/%d ;;;;;;;;;;X
##;;;;;;;;;;;X
#  UNIT INFORMATION WINDOWS;;;;;;;;;;;X
##;;;;;;;;;;;X
EXP_SEND;ÅÉÇ² %s ;;;;;;;;;;X
##;;;;;;;;;;;X
DIPROL_COST;ÎÒÃÇÐèÒª%.f½ðÇ®À´½øÐÐÕâÏî»î¶¯ ;;;;;;;;;;X
##;;;;;;;;;;;X
DIPROL_NO_INSTANT;(Íâ½»¹ÙÔÚÍ¾ÖÐ) ;;;;;;;;;;X
##;;;;;;;;;;;X
DIPROL_INV77;¿þÀÜÕþÈ¨²»ÄÜÑûÇëÈÎºÎ¹ú¼Ò¼ÓÈëÁªÃË¡£ ;;;;;;;;;;X
DIPROL_INV99;Ö»ÓÐÁªÃËµÄÁìµ¼Õß²ÅÄÜÑûÇëÐÂµÄ³ÉÔ±¼ÓÃË¡£ ;;;;;;;;;;X
DIPROL_SE_2;ÄãÖ»ÄÜ¶ÔÄãµÄÃË¹úÅÉÇ²Ô¶Õ÷¾ü¡£ ;;;;;;;;;;X
INV_DEM;%s Ë÷ÒªÄãµÄ²¿·ÖÁìÍÁ¡£ ;;;;;;;;;;X
PEACETERM_PROV2;%s(->%s) ;;;;;;;;;;X
##;;;;;;;;;;;X
TREATY_PEACE;ºÍÆ½ ;;;;;;;;;;X
TREATY_NON_AGGRESSION;»¥²»ÇÖ·¸ÌõÔ¼ ;;;;;;;;;;X
TREATY_TRADE;Ã³Ò×Ð­¶¨ ;;;;;;;;;;X
DIPPEACE;ÇóºÍ ;;;;;;;;;;X
##;;;;;;;;;;;X
DIPROL_AMC_0;¶Ô %s²ÉÈ¡¾üÊÂ¿ØÖÆ¡£Ö»ÓÐµ±¶Ô·½ÊÇÄã ÁªÃËÖÐµÄÒ»Ô±²ÅÄÜÕâÃ´×ö¡£ ;;;;;;;;;;X
DIPROL_CMC_0;È¡Ïû¾üÊÂ¿ØÖÆ %s¡£ ;;;;;;;;;;X
DIPROL_RPUP_0;½áÊøÎÒÃÇ¶Ô %sÕþÈ¨µÄ¾üÊÂ¿ØÖÆ¡£ ;;;;;;;;;;X
DIPROL_SE_0;Ïò %sÅÉÇ²Ô¶Õ÷¾ü¡£Õâ½«´ò¿ªÒ»¸ö½çÃæ ÒÔÑ¡ÔñÎÒÃÇÒªÏòÁíÒ»¸ö¹ú¼ÒÅÉÇ²ÄÄÐ©²¿¶Ó¡£ ;;;;;;;;;;X
DIPROL_SE_1;ÎÒÃÇÖ»ÄÜÏòÃËÓÑÅÉÇ²Ô¶Õ÷¾ü¡£ ;;;;;;;;;;X
DIPROL_PUP_0;ÔÚ %s½¨Á¢¿þÀÜÕþÈ¨¡£Ö»ÓÐµ±ÎÒÃÇÖÁÉÙ¿ØÖÆÁË ¶Ô·½¹ú¼Ò£¶£¶£¥ÒÔÉÏµÄÊ¤Àûµã²ÅÄÜÊµÏÖ¡£ËûÃÇ½«Âú×ãÎÒÃÇµÄ ËùÓÐÁìÍÁÒªÇó²¢½¨Á¢ÖÒÊµÓÚÎÒÃÇµÄÕþ¸®£¬ËûÃÇ»¹½«¼ÓÈëÎÒÃÇ µÄÁªÃË²¢ÔÊÐíÎÒÃÇµÄ¾ü¶ÓÍ¨¹ýËûÃÇµÄÁìÍÁ¡£;;;;;;;;;;X
DIPROL_DEMT_0;ÎÒÃÇ½«ÒªÇó %s·ÅÆúÊôÓÚÎÒÃÇÕýµ±µÄÁìÍÁ ;;;;;;;;;;X
DIPROL_DEMT_1;ÎÒÃÇµÄÕþ²ß²»ÔÊÐíÏò %s Ðû³ÆÁìÍÁ¡£ ;;;;;;;;;;X
DIPROL_LA_0;ÎÒÃÇ»¹²»ÊÇÈÎºÎÒ»¸ö¾üÊÂÁªÃËµÄ³ÉÔ±£¬Ëù ÒÔ²»ÄÜÍÑÀëÁªÃË¡£ ;;;;;;;;;;X
DIPROL_LA_1;ÎÒÃÇ²»ÄÜÍË³öµ±Ç°µÄÁªÃË¡£ÕâÊÇÒòÎªÕâÊÇ Ò»¸öÖ÷ÒªµÄÁªÃË£¬ÎÒÃÇÒªÃ´¼ÌÐøÁìµ¼ËüÒª Ã´¾ÍÒâÎ¶×ÅÕ½Õù¡£ ;;;;;;;;;;X
DIPROL_LA_2;ÎÒÃÇ½«ÍË³öÓë %sµÄ¾üÊÂÁªÃË¡£ ;;;;;;;;;;X
DIPROL_IN_0;Ó°Ïì %sÒÔÊ¹ËûÃÇµÄÕþ²ßÓëÎÒÃÇµÄ¸üÇ÷ ½Ó½ü¡£ ;;;;;;;;;;X
DIPROL_CN_0;È¡´ú %sµÄÏÖÓÐÕþ¸®²¢½¨Á¢Ò»¸ö¶ÔÎÒÃÇ ¸üÎªÓÑºÃµÄÕþ¸®¡£ ;;;;;;;;;;X
DIPROL_WAR0;µ±Äã´¦ÓÚÍ¬Ò»¸ö¹ú¼ÒµÄÕ½ÕùÖÐÄã¿ÉÒÔ½«ÄãµÄ²¿¶Ó¿ª ½ø¶Ô·½µÄ¹úÍÁ²¢Õ¼Áì¶Ô·½µÄ¹úÍÁ¡£±»Õ¼ÁìÍÁµÄ×ÊÔ´ ½«ÎªÄãËùÓÃ¡£Èç¹ûÄãÍêÈ«Õ÷·þÁËÒ»¸ö¹ú¼Ò£¬Äã¿ÉÒÔ ÍÌ²¢ËûÃÇ¡£ ;;;;;;;;;;X
DIPROL_WAR1;Äã²»ÄÜÔÙ´Î¶Ô %sÐûÕ½£¬Ö±µ½ %s%d¡£ ;;;;;;;;;;X
DIPROL_WAR2;Äã²»ÄÜ¶Ô %sÐûÕ½£¬ÒòÎªÄãÃÇÊôÓÚÍ¬Ò» ¾üÊÂÁªÃË£¬ÒªÏÈÍË³ö¾üÊÂÍ¬ÃË»òÕß½«¶ÔÊÖ Ìß³öÍ¬ÃË¡£ ;;;;;;;;;;X
DIPROL_WAR3;ËûÃÇÍ¬ÒâÁËÎÒÃÇµÄ¾üÊÂÍ¨ÐÐ£¬Äã²»ÄÜÔÚÕâ ÖÖ×´¿öÏÂ¶ÔÆäÐûÕ½¡£ ;;;;;;;;;;X
DIPROL_WAR4;×÷ÎªÒ»¸öÃñÖ÷¹ú¼Ò£¬Äã²»ÄÜÔÚºÍÆ½Ê±ÆÚ¶Ô ÆäËû¹ú¼ÒÐûÕ½£¬³ý·ÇÈ«ÃñµÄºÃÕ½ÐÔ¸ßÕÇÇÒ ÄãÓÐÒ»¸öÎÈ¹ÌµÄ¸ÉÉæÖ÷ÒåÕþ²ß¡£ ;;;;;;;;;;X
DIPROL_WAR5;Äã²»ÄÜ¶Ô %sÐûÕ½£¬ÒòÎªÄãÓë¶Ô·½Ö®¼ä ÓÐ»¥²»ÇÖ·¸ÌõÔ¼¡£ ;;;;;;;;;;X
DIPROL_WAR6;Äã²»ÄÜ¶Ô %sÐûÕ½£¬ÒòÎª¶Ô·½ÊÇÄãµÄ¿þ ÀÜÕþÈ¨¡£ ;;;;;;;;;;X
DIPROL_WAR7;Äã²»ÄÜÔÚÓë %sµÄ¹ØÏµ¸ßÓÚ %.0fÊ± ¶ÔÆäÐûÕ½¡£ ;;;;;;;;;;X
DIPROL_WAR8;Äã²»ÄÜÔÚ %sµÄºÃÕ½¶ÈµÍÓÚ %.0fÊ± ¶ÔÆäÐûÕ½£¨µ±Ç°µÄºÃÕ½¶ÈÊÇ %.0f£©¡£ ;;;;;;;;;;X
DIPROL_WAR9;ÄãÎÞ·¨Ïò %s ÐûÕ½£¬ÄãÃÇÕýÓëÍ¬Ò»¸öµÐÈË½»Õ½! ;;;;;;;;;;X
DIPROL_PEACE0;ÎÒÃÇ½«·¢³öÇóºÍµÄÇëÇó£¬Õâ½«»Ö¸´µ½Ë«·½ Õ½Ç°µÄ×´Ì¬¡£ ;;;;;;;;;;X
DIPROL_PEACE1;Äã±ØÐëµÈµ½ %s%d²ÅÄÜÔÙ´ÎÇóºÍ¡£ ;;;;;;;;;;X
DIPROL_PEACE2;ÄãÒÑ¾­Ìá³öÁËÇóºÍ£¬ÔÚµÃµ½´ð¸´Ö®Ç°Äã²» ÄÜÔÙ´ÎÇóºÍ ;;;;;;;;;;X
DIPROL_ANNEX0;ÍÌ²¢½«Ê¹Ò»¸ö¹ú¼ÒµÄÍÁµØºÍ¾üÊÂµ¥Î»ÓÀ¾Ã ¶ø²»¿ÉÄæ×ªµØÎªÄãËùÓÐ¡£ ;;;;;;;;;;X
DIPROL_ANNEX1;Ö»ÓÐÕ¼ÓÐÁËÒ»¸ö¹ú¼ÒµÄÊ×¶¼ºÍËùÓÐ¹Ø¼üµØ ÇøÄã²ÅÄÜÍÌ²¢Ò»¸ö¹ú¼Ò¡£ ;;;;;;;;;;X
DIPROL_INV0;ÑûÇë %s¼ÓÈëÎÒÃÇµÄ¾üÊÂÁªÃË¡£ ;;;;;;;;;;X
DIPROL_INV1;%sÒÑ¾­Óë %s½áÎª¾üÊÂÁªÃË¡£ ;;;;;;;;;;X
DIPROL_INV2;Ïò %sÌá³ö¾üÊÂÁªÃË½¨Òé¡£ ;;;;;;;;;;X
DIPROL_INV3;ÎÒÃÇÓë %s¿ªÕ½£¡ ;;;;;;;;;;X
DIPROL_JOIN0;Ïò %sÇëÇó¼ÓÈëËûÃÇÓë %sµÄ¾üÊÂÁªÃË¡£ ;;;;;;;;;;X
DIPROL_JOIN1;ÄãÒÑ¾­ÊÇÒ»¸ö¾üÊÂÁªÃËµÄ³ÉÔ±ÁË¡£ ;;;;;;;;;;X
DIPROL_JOIN2;ÎÒÃÇÔÚÍ¬ %s×÷Õ½£¬ËûÃÇÊÇÕâ¸ö¾üÊÂÁª ÃËµÄ³ÉÔ±£¡ ;;;;;;;;;;X
DIPROL_JOIN3;ËûÃÇÊÇÓÉ %sÁìµ¼µÄ¾üÊÂÁªÃËµÄÒ»Ô±¡£ ÄãÐèÒªÇëÇó %sÈÃÄã¼ÓÈë£¡ ;;;;;;;;;;X
DIPROL_GUARANTEE;Èç¹ûÎÒÃÇ±£ÕÏ %s¶ÀÁ¢£¬ÄÇÃ´ÎÒÃÇ¿ÉÒÔ ÓÐÀíÓÉÔÚÎåÄêÄÚ¶Ô¹¥»÷¸Ã¹úµÄ¹ú¼Ò½øÐÐÐû Õ½¡£ ;;;;;;;;;;X
DIPROL_ASKACC;ÎÒÃÇÏò %sÒªÇóÔÊÐí¾üÊÂÍ¨ÐÐ¡£×÷Îª±£ Ö¤£¬ÎÒÃÇ½«²»ÄÜ¶ÔÆäÐûÕ½¡£ ;;;;;;;;;;X
DIPROL_REVACC;ÎÒÃÇÕý¸ø %s¾üÊÂÍ¨ÐÐµÄÈ¨Àû¡£ÊÕ»ØÍ¨ÐÐ È¨ËûÃÇ½«²»ÄÜÍ¨¹ýÎÒÃÇµÄÁìÍÁ£¬µ«ËûÃÇ½«»ñµÃ¶ÔÎÒÃÇ¿ªÕ½µÄ ½è¿Ú¡£ ;;;;;;;;;;X
DIPROL_CANACC;%s´ðÓ¦¸øÎÒÃÇ¾üÊÂÍ¨ÐÐµÄÈ¨Àû¡£ÎÒÃÇ µÄ¾ü¶ÓÔÚËûÃÇµÄ¾³ÄÚÊ±²»ÄÜÈ¡ÏûÕâ¸öÐ­Òé¡£ ;;;;;;;;;;X
DIPROL_SAT;¿þÀÜ¹úÃ»ÓÐÈ¨Á¦ÕâÑù×ö¡£ ;;;;;;;;;;X
DIPROL_NEGOT;Ïò %sÌá³öÉÌÒµÌ¸ÅÐ¡£ ;;;;;;;;;;X
DIPROL_TRADE;Ïò %sÌá³öÃ³Ò×Ð­Òé¡£ ;;;;;;;;;;X
DIPROL_NONAGG;Ïò %sÌá³ö»¥²»ÇÖ·¸Ð­Òé¡£ ;;;;;;;;;;X
DIPROL_NO_NAP_CANCEL;ÎÒÃÇµÄÕþ²ß²»ÔÊÐíÈ¡ÏûºÍ %s µÄ»¥²»ÇÖ·¸ÌõÔ¼¡£ ;;;;;;;;;;X
DIPROL_NAP_CANCEL;È¡ÏûÎÒÃÇºÍ %s µÄ»¥²»ÇÖ·¸Ð­Òé¡£ ;;;;;;;;;;X
DIPROL_NO_GUARANTEE;ÎÒÃÇµÄÕþ²ß²»ÔÊÐí±£ÕÏÆäËû¹ú¼Ò¶ÀÁ¢¡£ ;;;;;;;;;;X
DIPROL_NO_JOIN_ALLIANCE;ÎÒÃÇµÄÕþ²ß²»ÔÊÐí¼ÓÈëÁªÃË¡£ ;;;;;;;;;;X
DIPROL_NO_JOIN_ALLIANCE_THEY;%s ÓÉÓÚÕþ²ßÏÞÖÆÎÞ·¨ÔÚºÍÆ½Ê±¼ÓÈëÁªÃË¡£ ;;;;;;;;;;X
DIPROL_TRADE_EMBARGO;ÓÉÓÚÃ³Ò×½ûÔËÎÞ·¨Ã³Ò×¡£ ;;;;;;;;;;X
DIPROL_TECH_EMBARGO;ÓÉÓÚ¿Æ¼¼½ûÔËÀ¶Í¼ÎÞ·¨½»Ò×¡£ ;;;;;;;;;;X
DIPROL_CANCEL_TRADE;Ëº»ÙÃ³Ò×Ð­¶¨¡£ Õâ¿ÉÄÜ»áËðº¦¹ØÏµ¡£ ;;;;;;;;;;X
##;;;;;;;;;;;X
#  DIPLOMACY CONFIRMATIONS ? NOTE SPACE IN BEGINNING OF SOME STRINGS!;;;;;;;;;;;X
##;;;;;;;;;;;X
DWMLORD;ÇëÈ·ÈÏ ;;;;;;;;;;X
DWAREYOUSURE1;(ÕýÔÚÉúÐ§ËùÒÔ ;;;;;;;;;;X
DWAREYOUSURE2;²»ÄÜÈ¡Ïû¡£) ;;;;;;;;;;X
##;;;;;;;;;;;X
#  Ask to join alliance;;;;;;;;;;;X
#  Invite to warpact;;;;;;;;;;;X
##;;;;;;;;;;;X
#  Invite to one of our alliances;;;;;;;;;;;X
AWINV;ÎÒÃÇ½«ÑûÇë %s¼ÓÈëÎÒÃÇµÄ¾üÊÂÍ¬ÃË¡£ Í¬ÃËÓÐÒÔÏÂ³ÉÔ±£º ;;;;;;;;;;X
##;;;;;;;;;;;X
#  DIPLOMACY INFORMATION WINDOW ? Note space before some strings;;;;;;;;;;;X
##;;;;;;;;;;;X
CONTROLSBY;§WÍ¬Òâ±»¾üÊÂ¿ØÖÆ§Y ;;;;;;;;;;X
